aX,aY,aZ,gX,gY,gZ
-0.448,0.773,1.667,37.231,129.150,28.809
-0.439,0.838,1.487,34.058,145.691,8.911
-0.422,0.882,1.353,25.574,161.194,-17.090
-0.381,0.687,1.217,15.076,173.401,-55.054
-0.327,0.293,1.144,-2.686,183.350,-97.046
-0.282,-0.129,1.037,-9.399,194.763,-125.916
-0.201,-0.391,0.935,2.014,203.247,-131.958
-0.136,-0.504,0.844,21.484,206.665,-121.948
-0.083,-0.512,0.742,37.170,207.214,-109.741
-0.032,-0.484,0.611,50.415,208.679,-99.976
0.044,-0.500,0.474,57.007,207.886,-97.046
0.099,-0.566,0.377,58.350,202.515,-99.060
0.158,-0.654,0.327,60.974,192.871,-100.952
0.221,-0.741,0.316,63.477,182.068,-101.135
0.262,-0.832,0.310,63.354,173.035,-100.769
0.306,-0.916,0.297,61.890,165.222,-100.464
0.343,-1.048,0.271,57.190,160.095,-97.839
0.379,-1.137,0.209,51.758,156.921,-86.487
0.457,-1.180,0.137,48.462,153.198,-75.684
0.513,-1.231,0.011,40.894,150.330,-66.467
0.570,-1.238,-0.130,36.072,144.470,-55.725
0.625,-1.213,-0.270,32.837,134.338,-43.701
0.663,-1.175,-0.374,26.428,119.629,-33.447
0.705,-1.110,-0.424,18.127,99.915,-24.658
0.739,-1.096,-0.426,9.827,76.294,-18.188
0.719,-1.045,-0.332,1.648,49.133,-11.597
0.698,-0.936,-0.187,1.343,24.475,-2.747
0.682,-0.811,-0.053,0.366,5.371,4.517
0.655,-0.716,0.040,-5.981,-6.897,7.263
0.646,-0.646,0.114,-13.977,-17.761,7.141
0.617,-0.591,0.212,-22.156,-29.297,5.981
0.585,-0.556,0.332,-29.785,-39.734,3.052
0.585,-0.571,0.437,-36.316,-46.936,-1.282
0.570,-0.587,0.540,-41.931,-51.331,-3.418
0.556,-0.576,0.602,-43.884,-52.490,-3.052
0.549,-0.557,0.615,-44.678,-50.781,-1.953
0.545,-0.535,0.618,-44.922,-49.377,-0.854
0.531,-0.499,0.628,-42.847,-49.805,0.244
0.531,-0.480,0.621,-38.818,-51.147,-0.427
0.538,-0.510,0.631,-38.574,-52.795,-3.296
0.527,-0.567,0.667,-41.443,-54.749,-6.287
0.508,-0.614,0.714,-40.283,-57.007,-6.348
0.490,-0.636,0.741,-36.377,-57.129,-3.845
0.476,-0.637,0.729,-31.494,-55.664,0.183
0.453,-0.646,0.693,-30.823,-53.467,4.211
0.437,-0.538,0.604,-29.114,-52.490,6.958
0.465,-0.527,0.622,-17.883,-60.181,3.662
0.453,-0.500,0.683,-20.203,-65.796,1.709
0.467,-0.475,0.685,-19.470,-62.561,2.930
0.507,-0.542,0.655,-28.564,-55.359,1.892
0.526,-0.643,0.571,-38.147,-49.011,3.784
0.505,-0.666,0.489,-39.978,-49.927,11.902
0.480,-0.622,0.464,-35.583,-59.204,22.217
0.457,-0.554,0.492,-32.104,-72.327,30.273
0.422,-0.491,0.596,-33.264,-86.426,33.813
0.369,-0.430,0.745,-37.476,-97.717,34.912
0.325,-0.366,0.885,-40.894,-102.478,35.034
0.292,-0.317,0.989,-44.922,-101.440,33.081
0.256,-0.304,1.048,-48.340,-96.558,29.236
0.226,-0.269,1.077,-48.828,-91.125,27.710
0.193,-0.228,1.105,-46.204,-88.135,27.039
0.157,-0.206,1.186,-46.082,-88.013,24.292
0.128,-0.211,1.308,-46.631,-87.708,20.142
0.118,-0.234,1.437,-46.448,-83.557,16.724
0.110,-0.245,1.534,-43.884,-72.815,15.259
0.117,-0.232,1.592,-38.879,-56.396,15.381
0.134,-0.229,1.590,-34.241,-34.424,14.465
0.146,-0.239,1.489,-30.579,-10.437,12.573
0.154,-0.246,1.269,-24.841,10.254,12.085
0.165,-0.222,1.038,-14.282,20.325,14.587
0.165,-0.183,0.931,-4.639,16.418,17.395
0.159,-0.155,0.974,2.380,3.601,17.883
0.141,-0.135,1.097,6.042,-6.775,16.724
0.147,-0.114,1.226,5.920,-9.766,14.221
0.141,-0.103,1.258,-0.549,-4.028,10.193
0.152,-0.107,1.242,-1.587,4.089,5.005
0.167,-0.157,1.189,-5.676,14.099,-1.038
0.183,-0.212,1.121,-6.775,22.522,-4.700
0.200,-0.228,1.039,-1.648,29.358,-5.310
0.215,-0.215,0.961,5.432,34.302,-4.822
0.233,-0.197,0.882,11.047,37.415,-5.371
0.252,-0.214,0.816,11.719,38.391,-8.667
0.272,-0.267,0.768,9.155,37.048,-13.672
0.283,-0.330,0.736,5.737,34.180,-17.456
0.288,-0.375,0.720,3.601,29.968,-18.188
0.296,-0.406,0.702,3.845,25.513,-16.541
0.302,-0.438,0.686,3.296,20.874,-14.709
0.309,-0.466,0.676,2.441,15.564,-12.207
0.318,-0.482,0.684,2.808,9.094,-8.850
0.319,-0.478,0.709,4.456,2.075,-4.822
0.318,-0.446,0.738,4.517,-3.418,-1.038
0.305,-0.409,0.775,3.479,-8.057,1.404

1.099,-1.038,-0.383,-54.932,-65.247,29.480
1.083,-1.079,-0.280,-62.012,-101.074,35.828
1.033,-1.113,0.082,-77.515,-137.146,39.185
0.962,-1.184,0.574,-98.389,-164.551,42.542
0.877,-1.318,0.990,-119.202,-171.875,45.654
0.778,-1.423,1.394,-133.789,-165.405,56.580
0.694,-1.421,1.742,-135.620,-149.780,77.881
0.636,-1.278,1.927,-125.244,-124.390,106.812
0.514,-1.055,2.032,-108.887,-98.450,134.644
0.413,-0.745,2.158,-89.539,-77.698,159.729
0.334,-0.453,2.327,-68.604,-60.181,178.101
0.203,-0.288,2.437,-61.462,-36.926,183.167
0.056,-0.225,2.448,-61.523,-9.033,181.396
-0.063,-0.145,2.331,-65.552,20.386,181.702
-0.136,-0.031,2.098,-64.514,46.204,184.937
-0.285,0.142,1.926,-60.730,60.608,188.721
-0.340,0.366,1.749,-58.533,71.411,192.932
-0.422,0.573,1.607,-54.749,73.242,192.017
-0.542,0.758,1.547,-45.959,63.660,187.378
-0.627,0.806,1.623,-33.936,49.683,177.612
-0.706,0.772,1.884,-25.818,35.400,161.194
-0.795,0.716,2.143,-22.888,34.302,141.968
-0.887,0.671,2.251,-17.578,53.833,126.892
-0.953,0.666,2.095,-9.216,88.928,117.615
-1.006,0.684,1.811,5.859,122.314,109.009
-1.009,0.667,1.510,20.386,145.874,97.839
-1.040,0.605,1.235,32.715,160.461,83.984
-1.029,0.600,0.962,40.771,168.030,71.228
-0.994,0.543,0.790,49.927,168.274,57.617
-0.901,0.484,0.603,69.397,164.795,44.312
-0.827,0.438,0.368,74.646,164.062,32.288
-0.732,0.391,0.224,63.721,157.043,17.395
-0.635,0.333,0.129,46.265,148.987,2.441
-0.542,0.284,0.000,36.987,144.470,-10.498
-0.431,0.245,-0.210,33.508,142.517,-20.935
-0.287,0.208,-0.488,29.724,137.451,-30.273
-0.139,0.178,-0.792,24.170,124.634,-38.147
0.012,0.191,-1.072,24.048,100.220,-43.762
0.152,0.230,-1.285,31.860,63.904,-48.584
0.291,0.256,-1.365,35.095,21.545,-59.143
0.430,0.221,-1.350,29.663,-19.226,-76.782
0.619,0.107,-1.270,15.625,-53.955,-96.985
0.873,0.083,-1.375,22.278,-80.750,-110.474
1.070,-0.047,-1.492,11.169,-105.530,-128.845
1.294,-0.368,-1.514,-25.940,-134.338,-153.687
1.463,-0.762,-1.323,-54.382,-167.114,-170.288
1.555,-1.115,-0.883,-70.190,-197.449,-181.335
1.552,-1.769,-0.427,-74.707,-212.158,-176.392
1.551,-2.139,-0.008,-74.341,-211.182,-128.540
1.500,-2.335,0.362,-53.711,-200.439,-75.195
1.366,-2.262,0.669,-34.058,-184.998,-13.855
1.221,-1.917,1.015,-8.545,-171.265,43.152
1.072,-1.584,1.385,13.306,-162.964,86.060
0.871,-1.371,1.679,17.761,-146.729,108.459
0.671,-1.087,1.830,19.165,-126.099,124.207
0.455,-0.712,1.790,29.175,-113.281,140.930
0.149,-0.235,1.970,19.836,-123.230,151.978
-0.158,0.181,2.472,-0.671,-149.536,151.917
-0.359,0.434,3.038,-15.381,-164.856,144.287
-0.594,0.518,3.410,-29.907,-148.743,128.845
-0.913,0.583,3.650,-30.334,-112.000,115.784
-1.012,0.683,3.503,-20.813,-61.584,115.784
-1.296,1.042,3.362,1.953,-16.724,122.864
-1.339,1.249,3.441,-6.836,10.986,117.676
-1.333,1.170,3.359,-11.536,49.072,79.346
-1.345,0.911,3.027,-20.264,97.839,44.495
-1.265,0.682,2.488,-9.460,143.677,26.794
-1.196,0.555,2.105,5.798,172.363,16.663
-1.081,0.336,1.833,5.676,187.805,1.587
-0.981,0.112,1.515,3.357,206.360,-10.681
-0.899,0.005,1.151,6.104,223.083,-13.062
-0.779,-0.012,0.807,8.606,232.239,-9.949
-0.680,-0.013,0.505,10.010,233.521,-8.240
-0.553,-0.013,0.212,14.648,230.103,-7.935
-0.435,0.045,-0.154,26.062,225.342,-6.348
-0.318,0.133,-0.409,39.612,207.397,-7.507
-0.162,0.143,-0.677,42.297,184.937,-15.076
-0.072,0.146,-0.933,31.860,159.668,-26.428
0.022,0.218,-1.049,24.536,121.643,-34.912
0.125,0.279,-1.062,18.616,79.834,-46.021
0.224,0.246,-1.079,4.578,42.969,-64.087
0.335,0.173,-1.135,-8.667,11.597,-82.458
0.470,0.047,-1.268,-19.409,-16.663,-98.572
0.594,-0.071,-1.406,-26.611,-47.913,-110.229
0.702,-0.150,-1.506,-27.710,-84.045,-117.615
0.773,-0.181,-1.515,-26.978,-122.192,-122.620
0.828,-0.282,-1.421,-27.527,-160.706,-128.662
0.876,-0.526,-1.210,-33.386,-194.946,-136.719
0.935,-0.865,-0.974,-37.109,-219.849,-142.090
0.964,-1.129,-0.780,-37.964,-236.389,-148.621
0.962,-1.632,-0.570,-41.016,-249.817,-134.827
0.896,-1.738,-0.246,-40.283,-265.747,-80.994
0.821,-1.675,0.224,-26.550,-281.921,-37.659
0.799,-1.656,0.611,-23.865,-287.415,-6.958
0.758,-1.838,0.960,-32.715,-282.043,10.071
0.678,-2.008,1.383,-46.753,-275.452,31.006
0.574,-2.020,1.714,-46.387,-259.216,66.895
0.399,-1.855,1.918,-35.706,-234.558,111.389
0.233,-1.533,1.995,-15.747,-208.740,154.846
0.093,-1.192,2.039,2.441,-187.683,187.073
-0.053,-0.912,2.024,8.179,-168.579,204.712
-0.182,-0.667,1.869,4.639,-151.062,212.646
-0.282,-0.541,1.943,-7.446,-142.883,215.515
-0.477,-0.131,1.665,-5.493,-132.874,223.022
-0.736,0.336,1.698,-34.424,-141.357,218.445
-0.815,0.412,2.022,-81.299,-158.203,184.753
-0.962,0.330,2.376,-117.249,-158.752,145.386
-1.065,0.355,2.688,-128.235,-143.677,131.470
-1.057,0.538,2.904,-109.741,-117.432,133.484
-1.001,0.827,3.017,-95.764,-79.041,136.597
-0.907,0.939,2.993,-96.741,-28.992,119.568
-0.883,0.903,2.744,-94.971,23.926,94.299
-0.927,0.919,2.333,-89.722,69.885,76.843
-1.037,0.943,1.894,-85.632,104.187,66.895
-1.143,1.074,1.710,-76.782,115.295,54.260
-1.230,1.124,1.755,-59.204,110.901,33.875
-1.297,1.020,1.997,-41.870,103.577,5.798
-1.349,0.818,2.266,-29.907,108.521,-17.517
-1.414,0.675,2.437,-15.991,127.747,-27.039

-1.546,0.658,2.240,15.381,196.533,-22.095
-1.597,0.681,1.971,14.404,229.675,-21.484
-1.649,0.730,1.672,15.198,255.310,-24.292
-1.691,0.653,1.339,16.418,273.865,-37.659
-1.706,0.546,1.066,11.780,283.020,-54.504
-1.662,0.500,0.882,10.864,281.860,-68.298
-1.542,0.375,0.900,11.169,271.912,-83.313
-1.421,0.087,0.997,8.850,264.893,-101.501
-1.336,-0.229,1.042,12.695,268.555,-111.450
-1.237,-0.403,0.963,34.180,280.273,-101.135
-1.168,-0.440,0.744,63.293,291.992,-76.050
-1.102,-0.363,0.634,72.937,294.678,-50.720
-0.956,-0.298,0.599,89.661,292.236,-27.893
-0.929,-0.056,0.235,134.094,295.593,-6.409
-0.849,0.075,-0.007,132.935,282.532,-6.470
-0.724,0.051,-0.089,107.178,255.066,-22.217
-0.646,-0.037,-0.075,74.463,231.262,-43.335
-0.531,-0.193,-0.092,53.101,214.478,-61.523
-0.430,-0.335,-0.075,22.461,202.942,-72.266
-0.339,-0.425,-0.149,5.493,196.716,-72.876
-0.232,-0.403,-0.207,-9.583,191.345,-67.383
-0.138,-0.361,-0.320,-12.512,187.195,-61.890
-0.053,-0.344,-0.478,-15.137,182.434,-59.692
0.020,-0.325,-0.683,-20.752,176.025,-59.326
0.092,-0.286,-0.879,-25.818,164.368,-59.326
0.163,-0.219,-1.046,-28.015,145.935,-60.486
0.263,-0.110,-1.148,-33.508,122.375,-65.125
0.416,-0.005,-1.144,-43.701,94.055,-76.782
0.566,0.055,-1.007,-56.030,64.270,-94.543
0.635,-0.004,-0.862,-66.040,39.978,-116.028
0.664,-0.064,-0.769,-75.806,24.048,-133.484
0.658,-0.107,-0.748,-78.308,13.977,-144.775
0.652,-0.130,-0.758,-81.299,6.714,-153.992
0.646,-0.183,-0.765,-91.248,-0.610,-164.429
0.654,-0.288,-0.781,-104.797,-8.423,-176.453
0.692,-0.449,-0.794,-125.244,-17.883,-189.331
0.812,-0.639,-0.775,-143.921,-31.067,-200.623
0.943,-0.806,-0.727,-153.564,-48.279,-205.811
1.004,-0.918,-0.620,-148.376,-70.313,-206.909
0.963,-0.996,-0.481,-143.188,-93.689,-207.886
0.885,-1.135,-0.334,-145.386,-111.877,-198.669
0.830,-1.177,-0.161,-147.461,-127.014,-175.354
0.787,-1.177,-0.029,-137.878,-137.878,-158.752
0.714,-1.226,0.110,-141.785,-145.142,-146.790
0.798,-1.355,0.229,-150.330,-148.010,-134.583
0.777,-1.577,0.400,-167.053,-142.151,-112.854
0.874,-1.596,0.314,-151.245,-131.592,-77.026
0.896,-1.587,0.352,-122.009,-139.526,-49.744
0.977,-1.365,0.307,-92.957,-155.334,-25.452
0.726,-1.135,0.256,-75.073,-175.476,-7.141
0.882,-0.750,-0.716,-84.229,-190.735,6.592
0.323,-0.984,0.648,-33.630,-330.627,-30.701
0.184,-1.302,1.797,-33.447,-371.216,-35.034
0.403,-1.359,2.168,15.503,-315.857,5.798
0.497,-1.177,2.446,17.639,-265.076,43.945
0.455,-1.013,2.310,-1.221,-204.163,65.308
0.375,-0.839,1.935,-13.062,-150.146,78.430
0.256,-0.772,1.759,-29.968,-127.380,86.426
0.141,-0.620,1.766,-37.231,-124.146,100.098
-0.055,-0.292,1.864,-32.837,-127.319,124.817
-0.189,0.139,2.064,-19.470,-135.010,154.236
-0.230,0.541,2.285,-8.789,-136.841,169.006
-0.307,0.750,2.391,-33.081,-121.521,155.945
-0.332,0.808,2.562,-57.007,-101.257,127.075
-0.301,0.784,2.605,-58.594,-70.251,98.450
-0.283,0.737,2.522,-55.481,-33.142,74.585
-0.255,0.612,2.356,-55.359,2.808,52.856
-0.213,0.444,2.044,-50.415,37.537,35.767
-0.190,0.344,1.735,-44.128,63.904,26.245
-0.153,0.300,1.527,-33.691,77.148,20.874
-0.103,0.214,1.368,-21.118,84.473,13.977
-0.039,0.090,1.228,-10.071,90.149,6.836
0.017,-0.025,1.087,-4.272,95.886,2.441
0.063,-0.099,0.927,0.977,100.830,2.502
0.101,-0.115,0.768,6.592,101.807,5.493
0.134,-0.119,0.646,8.484,97.839,7.690
0.167,-0.131,0.557,10.498,90.332,7.385
0.194,-0.153,0.503,10.193,80.261,5.493
0.215,-0.187,0.496,9.460,68.298,2.991
0.237,-0.210,0.516,10.132,57.129,1.465
0.252,-0.219,0.536,10.803,48.706,0.793
0.263,-0.233,0.534,11.353,43.213,-0.549
0.279,-0.271,0.538,11.414,37.720,-2.625
0.291,-0.298,0.562,11.353,31.921,-3.906
0.296,-0.311,0.583,11.841,26.978,-3.845
0.298,-0.307,0.574,12.939,23.926,-3.479
0.290,-0.291,0.539,13.367,20.813,-3.784
0.292,-0.296,0.526,12.695,15.015,-5.432
0.289,-0.331,0.560,8.728,6.897,-7.996
0.275,-0.328,0.600,5.493,-0.610,-7.935
0.256,-0.285,0.676,6.348,-7.019,-6.042
0.247,-0.243,0.794,7.996,-13.000,-6.104
0.249,-0.203,0.908,9.094,-15.137,-7.751
0.263,-0.198,0.983,7.996,-11.902,-11.108
0.279,-0.247,0.989,5.493,-5.310,-15.442
0.292,-0.293,0.951,4.944,0.793,-17.639
0.305,-0.306,0.908,6.165,4.333,-16.602
0.318,-0.307,0.871,8.057,5.554,-14.832
0.327,-0.305,0.831,8.362,5.310,-12.939
0.333,-0.303,0.816,8.545,2.625,-11.230
0.342,-0.295,0.838,8.789,-1.831,-9.583
0.346,-0.286,0.872,8.911,-5.310,-7.935
0.345,-0.278,0.897,8.240,-7.568,-6.287
0.344,-0.274,0.920,7.507,-8.972,-5.127
0.344,-0.278,0.952,6.531,-10.132,-4.333
0.349,-0.282,0.983,5.737,-10.437,-3.540
0.350,-0.278,0.985,5.798,-9.399,-2.502
0.349,-0.272,0.964,5.798,-7.812,-1.221
0.346,-0.266,0.950,5.554,-7.751,-0.305
0.345,-0.259,0.951,4.761,-8.423,0.488
0.341,-0.254,0.957,3.662,-8.972,1.099
0.337,-0.252,0.958,2.258,-9.033,0.977
0.330,-0.252,0.967,1.343,-9.338,1.038
0.324,-0.252,0.990,0.671,-9.827,1.160
0.321,-0.246,1.004,0.183,-8.667,1.221
0.318,-0.243,1.001,0.000,-6.348,1.221
0.310,-0.234,0.986,0.610,-4.150,1.038
0.315,-0.211,0.990,2.319,-2.869,0.793
0.320,-0.180,1.000,1.953,-1.648,-0.732

0.604,-0.333,1.736,-3.479,31.799,-52.124
0.631,-0.418,1.765,-5.554,43.701,-47.913
0.620,-0.519,1.839,-9.827,53.772,-44.739
0.585,-0.610,1.861,-16.052,69.214,-41.626
0.550,-0.790,1.764,-21.118,89.722,-39.246
0.538,-0.955,1.643,-24.048,108.765,-31.189
0.536,-1.059,1.527,-25.757,123.657,-16.541
0.511,-1.105,1.372,-25.330,138.550,-0.427
0.496,-1.178,1.155,-21.973,154.602,12.695
0.493,-1.304,0.899,-19.348,168.457,24.841
0.470,-1.397,0.595,-14.893,178.650,43.030
0.447,-1.367,0.314,-9.705,180.298,70.557
0.423,-1.228,0.054,-4.211,173.340,101.929
0.390,-1.091,-0.173,-0.244,162.476,123.840
0.332,-0.989,-0.357,2.991,143.494,140.137
0.266,-0.900,-0.453,-2.380,118.286,151.367
0.186,-0.856,-0.526,-6.104,91.492,159.424
0.097,-0.749,-0.560,-9.583,63.599,168.396
0.010,-0.565,-0.547,-6.897,33.752,178.284
-0.087,-0.348,-0.493,-2.686,4.700,183.594
-0.175,-0.126,-0.420,-5.066,-21.667,181.458
-0.232,0.072,-0.325,-9.888,-45.959,174.927
-0.303,0.277,-0.213,-7.446,-70.313,167.725
-0.445,0.597,-0.100,2.441,-95.825,166.321
-0.660,1.042,0.072,20.691,-124.268,172.791
-0.752,1.458,0.452,39.307,-156.189,190.247
-0.861,1.935,1.008,61.096,-191.101,166.748
-0.974,2.106,1.719,75.256,-220.398,99.487
-1.039,2.235,2.422,75.439,-227.539,35.278
-0.921,2.285,3.041,72.510,-207.031,-8.667
-1.051,2.395,3.479,64.819,-157.227,-44.495
-0.858,2.394,3.548,87.769,-82.397,-79.224
-0.618,2.104,3.422,87.341,-3.235,-120.850
-0.346,1.798,3.051,91.064,70.007,-155.762
0.006,1.351,2.558,104.370,130.432,-184.998
0.314,0.678,2.114,103.577,171.997,-212.463
0.541,-0.077,1.582,105.164,205.017,-229.919
0.696,-0.634,0.968,120.178,226.624,-233.826
0.832,-0.961,0.420,131.592,228.149,-220.947
0.863,-1.323,0.002,131.104,214.172,-192.200
1.113,-1.583,-0.322,99.243,193.420,-138.123
1.284,-2.163,-0.810,63.232,175.659,-122.803
1.330,-2.739,-1.286,2.502,150.879,-112.122
1.297,-3.005,-1.375,-51.270,99.670,-81.604
1.291,-3.041,-0.978,-91.064,36.011,-41.565
1.263,-3.031,-0.542,-96.680,-5.920,-0.366
1.202,-2.901,-0.311,-88.013,-13.550,45.837
1.018,-2.599,-0.350,-75.623,0.610,96.985
0.833,-2.144,-0.601,-48.035,17.029,146.240
0.619,-1.710,-0.853,-28.931,18.188,182.678
0.399,-1.362,-0.905,-31.372,-2.563,202.698
0.205,-1.085,-0.791,-35.889,-33.630,211.914
0.039,-0.857,-0.645,-42.786,-60.791,214.172
-0.147,-0.608,-0.536,-45.288,-80.750,212.341
-0.264,-0.427,-0.491,-67.810,-93.323,205.322
-0.390,-0.275,-0.406,-74.585,-107.971,196.533
-0.522,-0.098,-0.255,-50.232,-128.479,190.674
-0.649,0.030,-0.108,-37.109,-144.531,183.472
-0.753,0.155,0.003,-10.193,-160.828,178.894
-1.004,0.491,0.209,21.729,-183.105,180.359
-1.215,0.952,0.491,44.495,-209.473,186.646
-1.320,1.221,0.908,65.002,-237.061,205.139
-1.442,1.678,1.444,78.796,-257.690,192.627
-1.596,1.887,1.993,114.990,-270.142,124.329
-1.648,2.121,2.651,112.793,-269.409,78.613
-1.609,2.293,3.224,108.154,-241.394,41.260
-1.522,2.310,3.514,118.591,-185.059,-4.211
-1.408,2.214,3.522,113.831,-112.122,-46.814
-1.186,2.103,3.324,117.737,-41.199,-81.116
-0.929,2.078,3.087,129.211,15.503,-109.619
-0.538,1.971,2.875,145.264,57.129,-139.709
-0.246,1.546,2.729,142.090,86.853,-181.702
-0.012,0.840,2.508,124.573,113.831,-220.764
0.154,0.071,2.200,111.145,143.188,-246.094
0.298,-0.490,1.873,109.009,168.396,-256.165
0.474,-0.815,1.591,117.432,182.434,-251.831
0.644,-0.965,1.476,120.605,185.669,-230.957
0.689,-1.240,1.470,109.314,184.937,-210.876
0.734,-1.532,1.501,64.270,190.369,-182.983
0.724,-2.023,1.332,16.663,206.970,-179.199
0.740,-2.561,1.046,-30.945,226.318,-175.781
0.844,-3.053,0.754,-61.951,237.244,-152.832
0.890,-3.202,0.567,-80.566,234.131,-103.149
0.875,-3.055,0.286,-80.322,234.192,-37.659
0.844,-2.757,-0.077,-66.284,235.535,24.780
0.792,-2.487,-0.449,-55.969,233.643,74.463
0.779,-2.288,-0.844,-51.575,230.286,110.107
0.746,-2.106,-1.241,-49.988,224.426,138.428
0.725,-1.907,-1.652,-45.715,210.205,165.833
0.642,-1.646,-2.000,-36.926,182.495,193.054
0.526,-1.306,-2.162,-26.794,134.644,215.149
0.393,-1.003,-2.056,-27.100,65.063,224.609
0.240,-0.804,-1.700,-28.931,-4.822,220.947
0.079,-0.737,-1.256,-34.790,-59.692,210.693
-0.098,-0.708,-0.891,-45.593,-94.604,203.247
-0.262,-0.622,-0.656,-49.866,-108.948,202.881
-0.406,-0.506,-0.532,-41.077,-117.554,205.444
-0.517,-0.342,-0.428,-24.963,-128.906,209.106
-0.597,-0.108,-0.345,-23.804,-138.794,209.412
-0.727,-0.089,-0.331,-23.499,-146.851,201.599
-0.869,0.122,-0.377,17.883,-161.743,200.684
-0.973,0.245,-0.351,20.874,-183.899,190.918
-1.152,0.428,-0.289,37.659,-213.989,182.861
-1.382,0.780,-0.171,57.922,-251.038,179.871
-1.615,1.040,0.031,89.539,-295.593,175.598
-1.688,1.171,0.482,110.535,-345.642,172.913
-1.786,1.182,1.027,129.028,-388.611,120.667
-1.790,0.907,1.676,115.479,-410.217,55.420
-1.755,0.752,2.367,95.398,-406.616,32.288
-1.669,0.827,2.802,112.549,-368.347,38.025
-1.633,0.929,2.865,138.916,-301.086,42.969
-1.597,1.039,2.659,158.936,-233.337,38.635
-1.579,1.115,2.436,176.208,-185.791,25.513
-1.489,1.071,2.425,180.481,-161.438,0.977
-1.313,0.898,2.609,167.297,-147.888,-28.809
-1.159,0.747,2.900,152.344,-133.240,-52.368
-1.004,0.804,3.057,159.058,-104.187,-59.082
-0.820,1.008,3.022,172.913,-59.692,-60.364
-0.646,1.043,2.923,171.021,-16.357,-80.750

-0.536,0.461,2.746,122.986,51.758,-159.241
-0.445,0.154,2.632,104.187,84.290,-186.279
-0.361,-0.138,2.496,88.806,115.234,-207.214
-0.272,-0.425,2.373,73.547,142.700,-222.046
-0.211,-0.737,2.268,60.303,169.312,-234.863
-0.037,-1.038,2.125,51.392,195.740,-245.544
-0.027,-1.461,1.978,42.297,218.079,-253.174
0.110,-1.769,1.901,16.663,236.084,-214.355
0.212,-1.956,1.756,9.766,250.488,-168.823
0.274,-2.060,1.546,6.775,269.958,-129.211
0.321,-2.033,1.281,3.418,290.527,-87.402
0.364,-1.979,0.930,4.333,309.509,-47.485
0.436,-1.904,0.511,2.441,321.045,-10.132
0.509,-1.808,0.097,-0.610,320.862,24.536
0.590,-1.690,-0.295,-4.456,309.265,55.908
0.680,-1.589,-0.621,-11.292,286.133,81.482
0.750,-1.471,-0.823,-25.757,254.639,101.135
0.802,-1.340,-0.871,-38.269,218.506,114.868
0.803,-1.267,-0.744,-47.363,182.983,121.277
0.774,-1.271,-0.563,-53.040,157.349,123.291
0.728,-1.260,-0.388,-51.453,145.020,128.601
0.696,-1.181,-0.310,-39.673,141.479,139.954
0.668,-1.061,-0.333,-27.161,142.456,153.442
0.622,-0.934,-0.409,-22.400,142.944,163.147
0.598,-0.801,-0.531,-20.264,140.808,169.128
0.585,-0.694,-0.655,-17.944,132.568,172.302
0.536,-0.641,-0.759,-14.587,119.019,172.913
0.457,-0.599,-0.798,-5.188,98.694,174.683
0.361,-0.480,-0.757,10.559,73.853,181.091
0.279,-0.302,-0.720,28.992,50.537,188.477
0.164,-0.160,-0.711,35.767,30.579,188.477
0.072,-0.061,-0.655,34.668,10.315,181.885
0.020,0.003,-0.685,36.926,-9.033,174.072
-0.073,0.061,-0.796,35.889,-31.921,167.725
-0.226,0.170,-0.874,31.860,-65.125,163.147
-0.352,0.255,-0.782,34.302,-110.107,154.053
-0.513,0.242,-0.460,37.659,-159.180,139.954
-0.542,0.209,-0.102,36.499,-194.885,126.160
-0.542,0.103,0.164,41.260,-213.196,114.441
-0.791,-0.201,0.191,13.611,-216.431,105.835
-0.926,-0.070,0.379,-5.066,-221.497,119.934
-1.047,0.330,0.353,56.213,-228.271,141.663
-1.177,0.632,0.549,96.069,-251.343,146.301
-1.262,0.762,1.012,102.905,-282.471,131.714
-1.345,0.797,1.486,107.239,-298.157,112.671
-1.259,0.814,1.962,87.097,-288.635,91.431
-1.145,0.748,2.187,69.458,-249.146,60.913
-1.019,0.603,2.156,45.898,-193.359,32.471
-0.879,0.521,1.917,45.776,-140.076,21.912
-0.846,0.500,1.559,57.556,-98.083,18.066
-0.815,0.585,1.225,66.040,-72.876,15.930
-0.759,0.696,1.010,73.730,-68.604,10.132
-0.739,0.730,0.988,70.496,-81.787,-3.418
-0.760,0.683,1.170,54.871,-102.783,-24.109
-0.760,0.629,1.431,37.048,-117.188,-42.969
-0.735,0.594,1.642,34.485,-118.286,-54.749
-0.708,0.539,1.850,28.381,-108.276,-65.125
-0.682,0.492,1.908,24.841,-84.961,-74.280
-0.660,0.281,1.913,21.973,-52.734,-83.374
-0.641,0.244,1.778,2.625,-11.536,-87.036
-0.487,0.287,1.487,35.034,22.156,-88.379
-0.396,0.324,1.265,42.969,37.231,-99.365
-0.400,0.263,1.140,40.833,36.621,-116.577
-0.361,0.128,1.162,44.312,21.240,-134.827
-0.271,-0.025,1.303,62.012,-5.005,-147.156
-0.249,-0.167,1.602,80.627,-34.729,-152.466
-0.246,-0.214,2.101,96.191,-64.819,-149.902
-0.261,-0.144,2.610,110.962,-78.491,-142.151
-0.255,0.006,2.964,122.864,-61.401,-135.254
-0.219,0.156,3.014,135.986,-14.465,-136.108
-0.160,0.183,2.705,138.245,47.363,-149.963
